UK government blogs,http://slurp.stenoproject.org/govblog
UK articles,http://foo.scumways.com/ukarts
UK Local articles,http://foo.scumways.com/uklocalarts
UK tweets (historical),http://foo.scumways.com/uktweets
Mexico articles,http://foo.scumways.com/mxarts
